Rodrigues 1,Rodrigues 2,Rodrigues 3,position x,position y,position z
0.3620006936576064,-0.3853615845311637,2.8450923297516617,0.0918145130375187,0.0976347180776169,0.4236577111648339
0.3416508766381023,-0.4491319957718954,2.8328385592294243,0.1046932711244533,0.094940390044825,0.438679798939274
0.334550397566165,-0.510194651208556,2.809658692443003,0.0971370159628317,0.0871766687791609,0.4467038895892938
0.2813587963638827,-0.5580954372205591,2.8092440105453904,0.1013417897331105,0.0834648653479509,0.4614640361303114
0.2621112020810709,-0.6037473054896573,2.797447552011155,0.1016457013385911,0.0698357160218629,0.4756986047051708
0.2078071595704174,-0.6416388794473796,2.7946098028976505,0.0862771293324367,0.0768850630319141,0.483208904316142
0.1541377198382557,-0.6795134779458318,2.777954689266067,0.0954403415712683,0.0669943599390989,0.4922395930699715
0.0986745252043581,-0.6938938411169644,2.79509074266443,0.0804602105395754,0.063545255742803,0.4934999363629958
0.0588022900768861,-0.7018369096035714,2.8014518743330226,0.0759230032583971,0.0676403353149331,0.5027117802236301
0.0124786260605021,-0.7209555470658848,2.7910754699422347,0.0793605632646432,0.0599013307284275,0.4967954311628765
-0.0569225622195487,-0.7402062733956966,2.8135714837828942,0.0620251066729159,0.0576496599383403,0.4987879490328464
-0.1024890530781416,-0.7309254636746186,2.822227397177646,0.0689455763879313,0.0644874987842869,0.5141287219349416
-0.1593974121945623,-0.7263659304117813,2.835015213003145,0.0543621560416019,0.0569946701065661,0.5085500146671801
-0.2120224967150958,-0.6785361140425616,2.854679381629317,0.0539578833361593,0.0835950627470206,0.5031022239356796
-0.2426469895213636,-0.6601591808886998,2.867067128905102,0.0563051127988579,0.0678645505183546,0.4942507699732293
-0.2949798168402874,-0.6118169770879035,2.872084817697276,0.0556345358660239,0.0811607018541314,0.4903128035290895
-0.3173609086599422,-0.5961076205793735,2.8814841341726685,0.0497538195548748,0.0823550558753273,0.4915343166291658
-0.3636359037257781,-0.5297986937435964,2.9107170879838726,0.0340966753876209,0.0923940126259347,0.482175045675395
-0.3701282659290162,-0.476131112432071,2.9077649042137854,0.0482783711473612,0.0885163850237449,0.464357435855031
-0.3953633755574524,-0.4326779866574932,2.914423999410522,0.0416443304240275,0.0931960005651317,0.4691318452536085
-0.3909900927400214,-0.4166854186144089,2.918036931765131,0.0440471952432431,0.0957800803693115,0.4641912855649781
-0.381191683116637,-0.2879314731600344,2.935682445738366,0.046723442723599,0.1056730376269608,0.4420297909745389
-0.3598759607093904,-0.2480968828330132,2.937204979585895,0.0485039859976445,0.1042186075348452,0.4265236568004253
-0.3322087078844593,-0.1993526783526959,2.948784122076231,0.0522831684611008,0.1099577327782434,0.4148675544472509
-0.3100692971809334,-0.1382742138313514,2.957985207475528,0.0438059169645715,0.1241322568133954,0.4075404726071965
-0.2665254144824079,-0.0721702152830191,2.956385787876504,0.0464767595314233,0.1232285938405976,0.3995857395401954
-0.2404233647459542,-0.0656665842602597,2.960457897461986,0.0532483485516229,0.1218275458876174,0.3979713795079416
-0.1682042516506421,-0.0037269978133597,2.957513098312284,0.0582799889587813,0.1289795372046256,0.3762739117197508
-0.0853970656000459,0.0315178279795816,2.9711442237376087,0.0606645787089181,0.1253673411567493,0.3738415747961984
-0.0287090999892375,0.0444852175926483,2.9561999468554503,0.0680295961665016,0.1268891077096541,0.3685475380326284
0.0372005069892217,0.0309154434996851,2.970115721911397,0.0698721875066821,0.1175085413990328,0.3730248897914923
0.0928701240916867,0.0302435270464018,2.9679370944395163,0.0769575949204813,0.119142107228918,0.3709988527972093
0.1544832683746604,-0.0089790076525763,2.946338096892027,0.0810719236650516,0.1251566301420672,0.3742254814902571
0.2207655602516278,-0.0217981888479558,2.951605956043435,0.0779744023988998,0.1140109812893247,0.3790011690079307
0.2516561692758697,-0.0705436687737675,2.941122694007506,0.0821432154389326,0.1207210039663663,0.378728443830233
0.3069511660645496,-0.0988165329062697,2.922777902066456,0.0919317786020965,0.1150790937773482,0.3881721124250309
0.348600131062633,-0.1648230565676305,2.903313000387455,0.0935968658983594,0.108045833630415,0.3967441886243213
0.3578011962963231,-0.2394628106821836,2.890741586420742,0.0953855787862609,0.1107544620362096,0.4040695239367293
0.3803759740476618,-0.2845224401374145,2.860415555281872,0.1056362460817593,0.1031213135740641,0.416501833500892
0.36401032629922747,-0.33704011135845013,2.855733684259548,0.08853642458015482,0.09678419301718942,0.41761876924635816
